"","YEAR","STATEID","STATE","REGION","state_name","Population","WHITE","BLACK","HISP","AIAN","ASIAN","NHPI","API","TWORACE","ADDRACE","UNKRACE","TOTRACE","NOTHISP","UNKHISP","TOTHCAT","gender"
"205",1981,47,"TN",3,"Tennessee",4646043,4292,3210,NA,0,NA,NA,0,NA,NA,0,7502,NA,7502,NA,"M"
"206",1981,48,"TX",3,"Texas",15331410,17092,12958,5587,0,NA,NA,0,NA,NA,0,30050,24463,0,NA,"M"
"207",1981,49,"UT",4,"Utah",1558316,979,99,208,16,NA,NA,5,NA,NA,0,1099,891,0,NA,"M"
"208",1981,50,"VT",1,"Vermont",519107,505,10,0,4,NA,NA,0,NA,NA,0,519,519,0,NA,"M"
"209",1981,51,"VA",3,"Virginia",5492773,3773,5174,NA,0,NA,NA,0,NA,NA,93,9040,NA,9040,NA,"M"
"210",1981,53,"WA",4,"Washington",4276545,3604,1042,214,197,NA,NA,38,NA,NA,243,5124,4910,0,NA,"M"
"211",1981,54,"WV",3,"West Virginia",1949606,1320,207,0,1,NA,NA,0,NA,NA,0,1528,1528,0,NA,"M"
"212",1981,55,"WI",2,"Wisconsin",4728876,2492,1611,182,127,NA,NA,1,NA,NA,16,4247,4050,15,NA,"M"
"213",1981,56,"WY",4,"Wyoming",506408,513,25,45,24,NA,NA,1,NA,NA,0,563,518,0,NA,"M"
"214",1981,60,"ST",7,"State prison total",NA,168354,152313,24311,2693,NA,NA,1030,NA,0,2371,326761,234376,68074,NA,"M"
"215",1981,70,"US",5,"US prison total (state+federal)",NA,183202,160442,28211,3116,NA,NA,1124,NA,0,5451,353335,253970,71154,NA,"M"
"216",1981,99,"FE",6,"Federal BOP",NA,14848,8129,3900,423,NA,NA,94,NA,NA,3080,26574,19594,3080,NA,"M"
"217",1982,1,"AL",3,"Alabama",3934103,3424,5324,2,4,NA,NA,4,NA,NA,1,8757,8754,1,NA,"M"
"218",1982,2,"AK",4,"Alaska",488417,701,91,NA,455,NA,NA,0,NA,NA,14,1261,NA,1261,NA,"M"
"219",1982,4,"AZ",4,"Arizona",2968928,4046,951,1249,151,NA,NA,7,NA,NA,633,5788,3948,591,NA,"M"
"220",1982,5,"AR",3,"Arkansas",2305754,1821,1919,10,1,NA,NA,7,NA,NA,0,3748,3738,0,NA,"M"
"221",1982,6,"CA",4,"California",25360023,20495,11679,8648,152,NA,NA,112,NA,NA,549,32987,NA,24339,NA,"M"
"222",1982,8,"CO",4,"Colorado",3133628,2280,608,740,29,NA,NA,6,NA,NA,0,2923,2183,0,NA,"M"
"223",1982,9,"CT",1,"Connecticut",3162343,3059,2509,837,3,NA,NA,4,NA,NA,0,5575,4738,0,NA,"M"
"224",1982,10,"DE",3,"Delaware",605415,821,1143,18,0,NA,NA,0,NA,NA,0,1964,NA,1946,NA,"M"
"225",1982,11,"DC",3,"District of Columbia",632439,104,3798,NA,0,NA,NA,0,NA,NA,0,3902,NA,3902,NA,"M"
"226",1982,12,"FL",3,"Florida",10749845,13779,12783,610,3,NA,NA,2,NA,NA,17,26584,25974,0,NA,"M"
"227",1982,13,"GA",3,"Georgia",5728254,5639,8113,3,0,NA,NA,0,NA,NA,1,13753,NA,13750,NA,"M"
"228",1982,15,"HI",4,"Hawaii",1012717,232,65,NA,18,NA,NA,958,NA,NA,94,1367,NA,1367,NA,"M"
"229",1982,16,"ID",4,"Idaho",981858,867,28,103,32,NA,NA,3,NA,NA,96,1026,923,0,NA,"M"
"230",1982,17,"IL",2,"Illinois",11408823,4528,8345,886,23,NA,NA,3,NA,NA,907,13806,12899,21,NA,"M"
"231",1982,18,"IN",2,"Indiana",5450402,5534,2901,76,4,NA,NA,1,NA,NA,0,8440,8364,0,NA,"M"
"232",1982,19,"IA",2,"Iowa",2870550,2146,487,28,40,NA,NA,7,NA,NA,28,2708,2680,0,NA,"M"
"233",1982,20,"KS",2,"Kansas",2415537,1837,1028,104,44,NA,NA,9,NA,NA,0,2918,2814,0,NA,"M"
"234",1982,21,"KY",3,"Kentucky",3694480,2868,1061,0,0,NA,NA,0,NA,NA,0,3929,3929,0,NA,"M"
"235",1982,22,"LA",3,"Louisiana",4395316,2945,7574,5,0,NA,NA,0,NA,NA,0,10519,10514,0,NA,"M"
"236",1982,23,"ME",1,"Maine",1144769,939,16,1,12,NA,NA,0,NA,NA,0,967,966,0,NA,"M"
"237",1982,24,"MD",3,"Maryland",4313319,2928,7697,NA,12,NA,NA,0,NA,NA,9,10646,NA,10646,NA,"M"
"238",1982,25,"MA",1,"Massachusetts",5799403,2907,1487,277,4,NA,NA,8,NA,NA,0,4406,4129,0,NA,"M"
"239",1982,26,"MI",2,"Michigan",9047753,5666,8201,163,54,NA,NA,1,NA,NA,638,14560,13947,450,NA,"M"
"240",1982,27,"MN",2,"Minnesota",4141438,1354,411,65,150,NA,NA,0,NA,NA,93,2008,1943,0,NA,"M"
"241",1982,28,"MS",3,"Mississippi",2567730,1545,3565,3,7,NA,NA,0,NA,NA,181,5298,5114,181,NA,"M"
"242",1982,29,"MO",2,"Missouri",4943727,4231,2820,NA,0,NA,NA,0,NA,NA,0,7051,NA,7051,NA,"M"
"243",1982,30,"MT",4,"Montana",814028,686,18,21,176,NA,NA,1,NA,NA,4,885,864,0,NA,"M"
"244",1982,31,"NE",2,"Nebraska",1584301,1011,512,42,73,NA,NA,8,NA,NA,24,1628,1586,0,NA,"M"
"245",1982,32,"NV",4,"Nevada",901974,1935,594,77,13,NA,NA,23,NA,NA,0,2565,2488,0,NA,"M"
"246",1982,33,"NH",1,"New Hampshire",958125,427,7,8,1,NA,NA,0,NA,NA,0,435,427,0,NA,"M"
"247",1982,34,"NJ",1,"New Jersey",7467789,2978,4878,944,0,NA,NA,11,NA,NA,0,7867,6923,0,NA,"M"
"248",1982,35,"NM",4,"New Mexico",1394352,1385,190,879,59,NA,NA,1,NA,NA,0,1635,756,0,NA,"M"
"249",1982,36,"NY",1,"New York",17686905,12779,14217,6128,59,NA,NA,78,NA,NA,0,27133,21005,0,NA,"M"
"250",1982,37,"NC",3,"North Carolina",6077066,6970,8485,NA,383,NA,NA,2,NA,NA,44,15884,15840,44,NA,"M"
"251",1982,38,"ND",2,"North Dakota",676685,264,7,3,41,NA,NA,0,NA,NA,0,312,309,0,NA,"M"
"252",1982,39,"OH",2,"Ohio",10737635,8603,7814,103,0,NA,NA,0,NA,NA,0,16417,16169,145,NA,"M"
"253",1982,40,"OK",3,"Oklahoma",3290404,4032,1601,83,354,NA,NA,1,NA,NA,36,6024,5931,10,NA,"M"
"254",1982,41,"OR",4,"Oregon",2653058,3149,425,88,124,NA,NA,0,NA,NA,32,3730,3642,0,NA,"M"
"255",1982,42,"PA",1,"Pennsylvania",11837728,4556,5616,NA,5,NA,NA,3,NA,NA,0,10180,NA,10180,NA,"M"
"256",1982,44,"RI",1,"Rhode Island",956376,725,285,36,1,NA,NA,2,NA,NA,0,1013,977,0,NA,"M"
"257",1982,45,"SC",3,"South Carolina",3234074,3592,5124,NA,8,NA,NA,0,NA,NA,8,8732,NA,8732,NA,"M"
"258",1982,46,"SD",2,"South Dakota",692985,574,16,5,158,NA,NA,0,NA,NA,0,748,743,0,NA,"M"
"259",1982,47,"TN",3,"Tennessee",4659755,4119,3370,NA,0,NA,NA,0,NA,NA,0,7489,NA,7489,NA,"M"
"260",1982,48,"TX",3,"Texas",15751678,19426,15046,6545,0,NA,NA,0,NA,NA,0,34472,27927,0,NA,"M"
"261",1982,49,"UT",4,"Utah",1594939,1043,97,237,22,NA,NA,7,NA,NA,0,1169,932,0,NA,"M"
"262",1982,50,"VT",1,"Vermont",523308,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,582,NA,582,NA,"M"
"263",1982,51,"VA",3,"Virginia",5564658,4091,5555,NA,0,NA,NA,0,NA,NA,69,9715,NA,9715,NA,"M"
"264",1982,53,"WA",4,"Washington",4300270,4304,1158,277,223,NA,NA,38,NA,NA,343,6066,5789,0,NA,"M"
"265",1982,54,"WV",3,"West Virginia",1945065,1448,226,0,0,NA,NA,0,NA,NA,0,1674,1674,0,NA,"M"
"266",1982,55,"WI",2,"Wisconsin",4721445,2603,1695,214,139,NA,NA,2,NA,NA,34,4473,4225,34,NA,"M"
"267",1982,56,"WY",4,"Wyoming",510329,625,21,46,26,NA,NA,1,NA,NA,1,674,627,1,NA,"M"
"268",1982,60,"ST",7,"State prison total",NA,188021,171561,29564,3063,NA,NA,1310,NA,0,4438,368393,236391,102438,NA,"M"
"269",1982,70,"US",5,"US prison total (state+federal)",NA,206167,180844,36127,3540,NA,NA,1450,NA,0,4438,396439,257874,102438,NA,"M"
"270",1982,99,"FE",6,"Federal BOP",NA,18146,9283,6563,477,NA,NA,140,NA,NA,0,28046,21483,0,NA,"M"
"271",1983,1,"AL",3,"Alabama",3951826,3658,5711,1,3,NA,NA,2,NA,NA,1,9375,9373,1,NA,"M"
"272",1983,2,"AK",4,"Alaska",513703,905,140,31,499,NA,NA,16,NA,NA,0,1560,1529,0,NA,"M"
"273",1983,4,"AZ",4,"Arizona",3067142,5381,1271,1583,189,NA,NA,8,NA,NA,55,6904,5321,0,NA,"M"
"274",1983,5,"AR",3,"Arkansas",2319774,1966,2073,12,1,NA,NA,8,NA,NA,0,4048,4036,0,NA,"M"
"275",1983,6,"CA",4,"California",25844389,23010,13193,9920,124,NA,NA,77,NA,NA,949,37353,NA,27433,NA,"M"
"276",1983,8,"CO",4,"Colorado",3169987,2433,648,745,21,NA,NA,6,NA,NA,0,3108,2363,0,NA,"M"
"277",1983,9,"CT",1,"Connecticut",3180023,1961,2340,880,7,NA,NA,5,NA,NA,880,5193,4313,0,NA,"M"
"278",1983,10,"DE",3,"Delaware",611517,891,1197,33,3,NA,NA,0,NA,NA,0,2091,2058,0,NA,"M"
"279",1983,11,"DC",3,"District of Columbia",633382,123,3994,NA,0,NA,NA,0,NA,NA,0,4117,NA,4117,NA,"M"
"280",1983,12,"FL",3,"Florida",11039921,12915,12206,785,3,NA,NA,30,NA,NA,0,25154,24369,0,NA,"M"
"281",1983,13,"GA",3,"Georgia",5834957,5939,8668,3,0,NA,NA,0,NA,NA,1,14608,NA,14605,NA,"M"
"282",1983,15,"HI",4,"Hawaii",1027935,414,77,NA,16,NA,NA,955,NA,NA,129,1591,NA,1591,NA,"M"
"283",1983,16,"ID",4,"Idaho",990841,1082,29,100,32,NA,NA,6,NA,NA,0,1149,1049,0,NA,"M"
"284",1983,17,"IL",2,"Illinois",11412138,4830,9140,1028,25,NA,NA,8,NA,NA,1035,15038,14003,7,NA,"M"
"285",1983,18,"IN",2,"Indiana",5458328,5840,3062,80,4,NA,NA,1,NA,NA,0,8907,8827,0,NA,"M"
"286",1983,19,"IA",2,"Iowa",2858624,2114,497,37,45,NA,NA,4,NA,NA,37,2697,2660,0,NA,"M"
"287",1983,20,"KS",2,"Kansas",2424076,2193,1249,138,49,NA,NA,9,NA,NA,0,3500,3362,0,NA,"M"
"288",1983,21,"KY",3,"Kentucky",3695451,3190,1368,0,1,NA,NA,0,NA,NA,0,4559,4559,0,NA,"M"
"289",1983,22,"LA",3,"Louisiana",4400474,3438,8841,NA,0,NA,NA,0,NA,NA,0,12279,NA,12279,NA,"M"
"290",1983,23,"ME",1,"Maine",1155630,1018,14,2,16,NA,NA,1,NA,NA,0,1049,1047,0,NA,"M"
"291",1983,24,"MD",3,"Maryland",4365238,3291,8898,NA,8,NA,NA,0,NA,NA,11,12208,NA,12208,NA,"M"
"292",1983,25,"MA",1,"Massachusetts",5840772,2827,1410,307,6,NA,NA,1,NA,NA,0,4244,3937,0,NA,"M"
"293",1983,26,"MI",2,"Michigan",9049446,5661,7799,165,71,NA,NA,0,NA,NA,198,13729,13531,33,NA,"M"
"294",1983,27,"MN",2,"Minnesota",4157698,1359,450,49,160,NA,NA,2,NA,NA,75,2046,1976,21,NA,"M"
"295",1983,28,"MS",3,"Mississippi",2578058,1516,3605,9,6,NA,NA,0,NA,NA,254,5381,5118,254,NA,"M"
"296",1983,29,"MO",2,"Missouri",4975283,5065,2728,NA,0,NA,NA,0,NA,NA,0,7793,NA,7793,NA,"M"
"297",1983,30,"MT",4,"Montana",820893,681,14,19,179,NA,NA,2,NA,NA,3,879,860,0,NA,"M"
"298",1983,31,"NE",2,"Nebraska",1588629,985,515,41,62,NA,NA,9,NA,NA,0,1571,1530,0,NA,"M"
"299",1983,32,"NV",4,"Nevada",924905,1835,935,141,12,NA,NA,21,NA,NA,221,3024,2883,0,NA,"M"
"300",1983,33,"NH",1,"New Hampshire",976864,453,12,10,0,NA,NA,0,NA,NA,0,465,455,0,NA,"M"
"301",1983,34,"NJ",1,"New Jersey",7515478,3177,5659,919,0,NA,NA,14,NA,NA,0,8850,7931,0,NA,"M"
"302",1983,35,"NM",4,"New Mexico",1416665,1607,247,908,50,NA,NA,2,NA,NA,0,1906,998,0,NA,"M"
"303",1983,36,"NY",1,"New York",17745690,14059,15515,6807,56,NA,NA,68,NA,NA,0,29698,22891,0,NA,"M"
"304",1983,37,"NC",3,"North Carolina",6164014,6346,8022,NA,377,NA,NA,3,NA,NA,58,14806,NA,14806,NA,"M"
"305",1983,38,"ND",2,"North Dakota",680498,325,7,4,68,NA,NA,0,NA,NA,0,400,396,0,NA,"M"
"306",1983,39,"OH",2,"Ohio",10737746,8603,8427,89,0,NA,NA,0,NA,NA,0,17030,16706,235,NA,"M"
"307",1983,40,"OK",3,"Oklahoma",3285528,4610,1959,85,382,NA,NA,1,NA,NA,120,7072,6952,35,NA,"M"
"308",1983,41,"OR",4,"Oregon",2666592,3260,404,136,99,NA,NA,8,NA,NA,26,3797,3661,0,NA,"M"
"309",1983,42,"PA",1,"Pennsylvania",11815171,5055,6305,NA,7,NA,NA,3,NA,NA,0,11370,NA,11370,NA,"M"
"310",1983,44,"RI",1,"Rhode Island",961901,782,336,51,1,NA,NA,1,NA,NA,0,1120,1069,0,NA,"M"
"311",1983,45,"SC",3,"South Carolina",3271861,3712,5414,NA,9,NA,NA,2,NA,NA,13,9150,NA,9150,NA,"M"
"312",1983,46,"SD",2,"South Dakota",697239,577,20,6,188,NA,NA,0,NA,NA,0,785,779,0,NA,"M"
"313",1983,47,"TN",3,"Tennessee",4686740,4334,3450,NA,NA,NA,NA,NA,NA,NA,19,7803,NA,7803,NA,"M"
"314",1983,48,"TX",3,"Texas",16007077,19187,14602,6554,0,NA,NA,0,NA,NA,0,33789,27235,0,NA,"M"
"315",1983,49,"UT",4,"Utah",1622341,1073,116,247,29,NA,NA,5,NA,NA,0,1223,976,0,NA,"M"
"316",1983,50,"VT",1,"Vermont",526658,0,0,NA,0,NA,NA,0,NA,NA,488,488,NA,488,NA,"M"
"317",1983,51,"VA",3,"Virginia",5643860,3985,5543,NA,0,NA,NA,0,NA,NA,184,9712,NA,9712,NA,"M"
"318",1983,53,"WA",4,"Washington",4343650,4448,1211,328,247,NA,NA,42,NA,NA,449,6397,6069,0,NA,"M"
"319",1983,54,"WV",3,"West Virginia",1927701,1329,227,1,2,NA,NA,0,NA,NA,0,1558,1557,0,NA,"M"
"320",1983,55,"WI",2,"Wisconsin",4735576,2767,1761,256,121,NA,NA,1,NA,NA,0,4650,4392,2,NA,"M"
"321",1983,56,"WY",4,"Wyoming",504893,640,26,53,21,NA,NA,1,NA,NA,0,688,635,0,NA,"M"
"322",1983,60,"ST",7,"State prison total",NA,196850,181335,32563,3199,NA,NA,1322,NA,0,5206,387912,221406,133943,NA,"M"
"323",1983,70,"US",5,"US prison total (state+federal)",NA,216522,191020,39744,3833,NA,NA,1503,NA,0,5206,418084,244397,133943,NA,"M"
"324",1983,99,"FE",6,"Federal BOP",NA,19672,9685,7181,634,NA,NA,181,NA,NA,0,30172,22991,0,NA,"M"
"325",1984,1,"AL",3,"Alabama",3972520,3976,5978,0,5,NA,NA,2,NA,NA,0,9961,9961,0,9961,"M"
"326",1984,2,"AK",4,"Alaska",532492,1058,151,19,660,NA,NA,19,NA,NA,0,1888,1869,0,1888,"M"
"327",1984,4,"AZ",4,"Arizona",3183535,5866,1257,1855,262,NA,NA,7,NA,NA,90,7482,5627,0,7482,"M"
"328",1984,5,"AR",3,"Arkansas",2327044,2096,2178,30,0,NA,NA,1,NA,NA,1,4276,4246,0,4276,"M"
"329",1984,6,"CA",4,"California",26441112,25513,14007,11151,132,NA,NA,69,NA,NA,1297,41018,0,29867,41018,"M"
"330",1984,8,"CO",4,"Colorado",3208717,2396,640,773,31,NA,NA,9,NA,NA,15,3091,2318,0,3091,"M"
"331",1984,9,"CT",1,"Connecticut",3201128,1955,2444,1017,7,NA,NA,8,NA,NA,1017,5431,4414,0,5431,"M"
"332",1984,10,"DE",3,"Delaware",618284,882,1208,45,5,NA,NA,0,NA,NA,0,2095,2050,0,2095,"M"
"333",1984,11,"DC",3,"District of Columbia",634543,123,4192,0,0,NA,NA,0,NA,NA,0,4315,0,4315,4315,"M"
"334",1984,12,"FL",3,"Florida",11351122,12838,12533,1828,0,NA,NA,393,NA,NA,0,25764,23936,0,25764,"M"
"335",1984,13,"GA",3,"Georgia",5962668,6161,8876,4,NA,NA,NA,NA,NA,NA,2,15039,0,15035,15039,"M"
"336",1984,15,"HI",4,"Hawaii",1039683,427,74,0,0,NA,NA,1115,NA,NA,242,1858,0,1858,1858,"M"
"337",1984,16,"ID",4,"Idaho",994046,1144,25,109,29,NA,NA,5,NA,NA,0,1203,1094,0,1203,"M"
"338",1984,17,"IL",2,"Illinois",11399804,5417,9814,1159,25,NA,NA,4,NA,NA,1219,16479,15260,60,16479,"M"
"339",1984,18,"IN",2,"Indiana",5459216,5857,3071,80,4,NA,NA,1,NA,NA,0,8933,8853,0,8933,"M"
"340",1984,19,"IA",2,"Iowa",2829685,2139,503,42,46,NA,NA,3,NA,NA,42,2733,2691,0,2733,"M"
"341",1984,20,"KS",2,"Kansas",2427412,2545,1395,157,55,NA,NA,14,NA,NA,0,4009,3852,0,4009,"M"
"342",1984,21,"KY",3,"Kentucky",3694827,3093,1523,0,1,NA,NA,0,NA,NA,0,4617,4617,0,4617,"M"
"343",1984,22,"LA",3,"Louisiana",4408121,3654,9397,0,0,NA,NA,0,NA,NA,0,13051,0,13051,13051,"M"
"344",1984,23,"ME",1,"Maine",1162935,969,16,3,20,NA,NA,0,NA,NA,0,1005,1002,0,1005,"M"
"345",1984,24,"MD",3,"Maryland",4413075,3501,9157,0,12,NA,NA,0,NA,NA,13,12683,0,12683,12683,"M"
"346",1984,25,"MA",1,"Massachusetts",5880743,3069,1540,370,7,NA,NA,3,NA,NA,0,4619,4249,0,4619,"M"
"347",1984,26,"MI",2,"Michigan",9076297,5787,7850,173,64,NA,NA,3,NA,NA,217,13921,13704,44,13921,"M"
"348",1984,27,"MN",2,"Minnesota",4184286,1399,459,50,170,NA,NA,2,NA,NA,58,2088,2037,1,2088,"M"
"349",1984,28,"MS",3,"Mississippi",2588097,1665,3833,7,7,NA,NA,5,NA,NA,345,5855,5503,345,5855,"M"
"350",1984,29,"MO",2,"Missouri",5000254,5476,2949,0,0,NA,NA,0,NA,NA,0,8425,0,8425,8425,"M"
"351",1984,30,"MT",4,"Montana",822305,733,14,29,172,NA,NA,5,NA,NA,5,929,900,0,929,"M"
"352",1984,31,"NE",2,"Nebraska",1584662,996,502,51,74,NA,NA,10,NA,NA,0,1582,1531,0,1582,"M"
"353",1984,32,"NV",4,"Nevada",951024,1924,1103,153,48,NA,NA,29,NA,NA,156,3260,3107,0,3260,"M"
"354",1984,33,"NH",1,"New Hampshire",996757,557,10,6,0,NA,NA,0,NA,NA,0,567,561,0,567,"M"
"355",1984,34,"NJ",1,"New Jersey",7565519,3330,6628,1199,0,NA,NA,0,NA,NA,37,9995,8796,0,9995,"M"
"356",1984,35,"NM",4,"New Mexico",1438371,1735,244,1008,61,NA,NA,4,NA,NA,0,2044,1036,0,2044,"M"
"357",1984,36,"NY",1,"New York",17791670,15519,16365,8347,53,NA,NA,94,NA,NA,60,32091,23744,0,32091,"M"
"358",1984,37,"NC",3,"North Carolina",6253989,6769,8500,0,315,NA,NA,2,NA,NA,83,15669,0,15669,15669,"M"
"359",1984,38,"ND",2,"North Dakota",676991,338,7,7,75,NA,NA,0,NA,NA,0,420,413,0,420,"M"
"360",1984,39,"OH",2,"Ohio",10734920,9096,8271,144,8,NA,NA,7,NA,NA,219,17601,17148,309,17601,"M"
"361",1984,40,"OK",3,"Oklahoma",3271332,4729,2124,103,399,NA,NA,1,NA,NA,147,7400,7253,44,7400,"M"
"362",1984,41,"OR",4,"Oregon",2672648,3512,399,158,90,NA,NA,2,NA,NA,51,4054,3867,29,4054,"M"
"363",1984,42,"PA",1,"Pennsylvania",11770855,5542,7064,1,6,NA,NA,2,NA,NA,1,12615,0,12614,12615,"M"
"364",1984,44,"RI",1,"Rhode Island",968950,825,363,80,0,NA,NA,0,NA,NA,0,1188,1108,0,1188,"M"
"365",1984,45,"SC",3,"South Carolina",3303208,3770,5627,17,5,NA,NA,2,NA,NA,17,9421,0,9404,9421,"M"
"366",1984,46,"SD",2,"South Dakota",698400,652,22,8,215,NA,NA,0,NA,NA,0,889,881,0,889,"M"
"367",1984,47,"TN",3,"Tennessee",4715287,3841,3128,0,NA,NA,NA,NA,NA,NA,19,6988,0,6988,6988,"M"
"368",1984,48,"TX",3,"Texas",16272735,20150,14837,7098,0,NA,NA,0,NA,NA,0,34987,27889,0,34987,"M"
"369",1984,49,"UT",4,"Utah",1642907,1278,124,254,21,NA,NA,10,NA,NA,0,1433,1179,0,1433,"M"
"370",1984,50,"VT",1,"Vermont",530029,0,0,0,0,NA,NA,0,NA,NA,503,503,0,503,503,"M"
"371",1984,51,"VA",3,"Virginia",5715156,4241,6126,0,0,NA,NA,0,NA,NA,39,10406,0,10406,10406,"M"
"372",1984,53,"WA",4,"Washington",4400098,4591,1214,359,270,NA,NA,36,NA,NA,456,6567,6201,7,6567,"M"
"373",1984,54,"WV",3,"West Virginia",1906828,1319,220,1,1,NA,NA,0,NA,NA,0,1540,1539,0,1540,"M"
"374",1984,55,"WI",2,"Wisconsin",4747753,2780,1762,275,134,NA,NA,0,NA,NA,8,4684,4406,3,4684,"M"
"375",1984,56,"WY",4,"Wyoming",499692,632,30,50,22,NA,NA,1,NA,NA,0,685,635,0,685,"M"
"376",1984,60,"ST",7,"State prison total",NA,207865,189754,38220,3511,NA,NA,1868,NA,0,6359,409357,229477,141660,409357,"M"
"377",1984,70,"US",5,"US prison total (state+federal)",NA,229323,199692,46125,4189,NA,NA,2061,NA,0,6359,441624,253839,141660,441624,"M"
"378",1984,99,"FE",6,"Federal BOP",NA,21458,9938,7905,678,NA,NA,193,NA,NA,0,32267,24362,0,32267,"M"
"379",1985,1,"AL",3,"Alabama",3991562,4210,6227,1,5,NA,NA,11,NA,NA,0,10453,10452,0,10453,"M"
"380",1985,2,"AK",4,"Alaska",544269,1238,198,4,749,NA,NA,22,NA,NA,0,2207,2203,0,2207,"M"
"381",1985,4,"AZ",4,"Arizona",3308262,6499,1297,2081,298,NA,NA,8,NA,NA,32,8134,6053,0,8134,"M"
"382",1985,5,"AR",3,"Arkansas",2331990,2241,2153,23,0,NA,NA,0,NA,NA,0,4394,4371,0,4394,"M"
"383",1985,6,"CA",4,"California",27102241,29173,16138,13014,179,NA,NA,63,NA,NA,1652,47205,0,34191,47205,"M"
"384",1985,8,"CO",4,"Colorado",3237447,2534,665,802,27,NA,NA,12,NA,NA,0,3238,2436,0,3238,"M"
"385",1985,9,"CT",1,"Connecticut",3223737,2094,2620,1101,4,NA,NA,7,NA,NA,1101,5826,4725,0,5826,"M"
"386",1985,10,"DE",3,"Delaware",627557,1063,1356,73,2,NA,NA,1,NA,NA,0,2422,2349,0,2422,"M"
"387",1985,11,"DC",3,"District of Columbia",638278,155,6021,0,0,NA,NA,0,NA,NA,0,6176,0,6176,6176,"M"
"388",1985,12,"FL",3,"Florida",11667504,13747,13427,1993,0,NA,NA,122,NA,NA,0,27296,25303,0,27296,"M"
"389",1985,13,"GA",3,"Georgia",6084660,6138,9043,0,NA,NA,NA,NA,NA,NA,NA,15181,0,15181,15181,"M"
"390",1985,15,"HI",4,"Hawaii",1051759,491,98,70,8,NA,NA,982,NA,NA,384,1963,1607,286,1963,"M"
"391",1985,16,"ID",4,"Idaho",990226,1215,31,125,41,NA,NA,6,NA,NA,0,1293,1168,0,1293,"M"
"392",1985,17,"IL",2,"Illinois",11387258,5828,10721,1320,18,NA,NA,4,NA,NA,1390,17961,16571,70,17961,"M"
"393",1985,18,"IN",2,"Indiana",5454114,6198,3249,85,6,NA,NA,0,NA,NA,0,9453,9368,0,9453,"M"
"394",1985,19,"IA",2,"Iowa",2791966,2088,545,44,35,NA,NA,4,NA,NA,44,2716,2672,0,2716,"M"
"395",1985,20,"KS",2,"Kansas",2432616,2827,1556,174,63,NA,NA,13,NA,NA,0,4459,4285,0,4459,"M"
"396",1985,21,"KY",3,"Kentucky",3687813,3230,1520,0,1,NA,NA,0,NA,NA,0,4751,0,4751,4751,"M"
"397",1985,22,"LA",3,"Louisiana",4406918,3718,9562,0,0,NA,NA,0,NA,NA,0,13280,0,13280,13280,"M"
"398",1985,23,"ME",1,"Maine",1170121,1161,15,2,18,NA,NA,0,NA,NA,0,1194,1192,0,1194,"M"
"399",1985,24,"MD",3,"Maryland",4486957,3476,9093,0,6,NA,NA,0,NA,NA,19,12594,0,12594,12594,"M"
"400",1985,25,"MA",1,"Massachusetts",5902682,3326,1740,514,8,NA,NA,5,NA,NA,0,5079,4565,0,5079,"M"
"401",1985,26,"MI",2,"Michigan",9127776,7108,9497,199,80,NA,NA,NA,NA,NA,256,16941,16742,0,16941,"M"
"402",1985,27,"MN",2,"Minnesota",4205208,1504,480,84,174,NA,NA,3,NA,NA,91,2252,2166,2,2252,"M"
"403",1985,28,"MS",3,"Mississippi",2593596,1831,4156,11,6,NA,NA,7,NA,NA,103,6103,5989,103,6103,"M"
"404",1985,29,"MO",2,"Missouri",5023068,5649,3766,0,0,NA,NA,0,NA,NA,0,9415,0,9415,9415,"M"
"405",1985,30,"MT",4,"Montana",813748,861,16,34,201,NA,NA,6,NA,NA,6,1090,1056,0,1090,"M"
"406",1985,31,"NE",2,"Nebraska",1574336,1136,524,59,76,NA,NA,8,NA,NA,0,1744,1685,0,1744,"M"
"407",1985,32,"NV",4,"Nevada",980653,2109,1123,210,35,NA,NA,35,NA,NA,210,3512,3302,0,3512,"M"
"408",1985,33,"NH",1,"New Hampshire",1025055,654,11,6,0,NA,NA,0,NA,NA,0,665,659,0,665,"M"
"409",1985,34,"NJ",1,"New Jersey",7622150,3709,7238,1533,0,NA,NA,0,NA,NA,0,10947,9414,0,10947,"M"
"410",1985,35,"NM",4,"New Mexico",1462727,1826,230,1098,68,NA,NA,4,NA,NA,59,2187,1030,59,2187,"M"
"411",1985,36,"NY",1,"New York",17833419,16518,16958,9016,56,NA,NA,93,NA,NA,31,33656,24609,31,33656,"M"
"412",1985,37,"NC",3,"North Carolina",6321582,7276,8930,0,332,NA,NA,0,NA,NA,59,16597,0,16597,16597,"M"
"413",1985,38,"ND",2,"North Dakota",669489,339,4,2,68,NA,NA,2,NA,NA,0,413,411,0,413,"M"
"414",1985,39,"OH",2,"Ohio",10730268,10523,8904,165,12,NA,NA,2,NA,NA,270,19711,19276,270,19711,"M"
"415",1985,40,"OK",3,"Oklahoma",3252731,4952,2271,108,444,NA,NA,2,NA,NA,154,7823,7669,46,7823,"M"
"416",1985,41,"OR",4,"Oregon",2683531,3582,462,158,100,NA,NA,4,NA,NA,117,4265,4011,96,4265,"M"
"417",1985,42,"PA",1,"Pennsylvania",11782745,5988,7731,0,6,NA,NA,2,NA,NA,0,13727,0,13727,13727,"M"
